Raspberry Date/Time [];Raspberry Raspberry Temperature [°C];INA260 Secondary I Voltage [mV];INA260 Secondary I Voltage-Average [mV];INA260 Secondary I Current [mA];INA260 Primary Voltage [mV];INA260 Primary Voltage-Average [mV];INA260 Primary Current [mA];NEO6M GPS Longitude [];NEO6M GPS Latitude [];NEO6M GPS Altitude [meter];Temperature_Humidity Temperature [°C];Temperature_Humidity Humidity [%];secondary1 Power Status;secondary2 Power Status;secondary3 Power Status;secondary4 Power Status;
2022-03-09 19:30:37.843261;35.8;3543.75;3536.5;260.0;3950.0;3949.75;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:31:00.959211;35.8;3543.75;3538.75;258.75;3948.75;3949.5;212.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:31:24.084158;35.8;3545.0;3541.25;260.0;3952.5;3950.75;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:31:47.189172;35.8;3543.75;3541.0;260.0;3953.75;3951.0;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:32:10.290563;35.8;3527.5;3540.75;376.25;3950.0;3951.0;222.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:32:33.411687;35.8;3545.0;3541.0;261.25;3951.25;3951.25;185.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:32:56.513412;35.2;3543.75;3541.0;257.5;3953.75;3952.25;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:33:19.628503;35.8;3541.25;3540.25;257.5;3953.75;3952.5;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:33:42.728795;35.8;3543.75;3540.25;260.0;3952.5;3952.25;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:34:05.827354;35.8;3533.75;3541.5;310.0;3950.0;3952.25;181.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:34:28.938422;35.8;3543.75;3541.25;260.0;3955.0;3953.0;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:34:52.035188;35.8;3543.75;3541.25;261.25;3953.75;3953.0;210.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:35:15.144458;35.8;3542.5;3541.5;258.75;3953.75;3953.0;178.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:35:38.245453;35.8;3540.0;3540.75;260.0;3955.0;3953.5;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:36:01.348165;35.8;3543.75;3542.75;258.75;3952.5;3954.0;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:36:24.439122;35.8;3542.5;3542.5;260.0;3952.5;3953.5;198.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:36:47.548540;35.8;3542.5;3542.25;262.5;3957.5;3954.25;202.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:37:10.663514;35.8;3542.5;3542.25;258.75;3956.25;3954.75;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:37:33.765395;35.8;3535.0;3541.25;306.25;3956.25;3955.0;210.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:37:56.865731;36.3;3530.0;3538.5;258.75;3955.0;3955.5;206.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:38:19.962693;35.8;3542.5;3538.5;293.75;3953.75;3955.75;195.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:38:43.082309;35.8;3536.25;3537.25;307.5;3958.75;3956.0;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:39:06.192961;35.8;3541.25;3537.0;256.25;3956.25;3956.0;211.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:39:29.292099;35.8;3542.5;3538.5;261.25;3957.5;3956.25;192.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:39:52.393242;35.8;3542.5;3541.0;260.0;3958.75;3957.0;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:40:15.495815;35.8;3526.25;3537.75;376.25;3956.25;3957.5;217.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:40:38.604937;35.8;3542.5;3539.0;260.0;3928.75;3951.5;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:41:01.718366;35.8;3542.5;3539.25;258.75;3958.75;3952.0;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:41:24.810415;35.8;3542.5;3539.25;261.25;3960.0;3952.5;202.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:41:47.909868;35.8;3541.25;3539.0;260.0;3960.0;3952.75;208.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:42:11.010595;35.8;3503.75;3534.5;552.5;3958.75;3953.25;210.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:42:34.141100;35.8;3528.75;3531.75;346.25;3960.0;3959.5;202.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:42:57.242029;35.8;3541.25;3531.5;260.0;3958.75;3959.5;211.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:43:20.340145;35.8;3541.25;3531.25;258.75;3961.25;3959.75;202.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:43:43.443423;35.8;3535.0;3530.0;356.25;3962.5;3960.25;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:44:06.545688;35.8;3540.0;3537.25;260.0;3961.25;3960.75;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:44:29.652783;35.8;3540.0;3539.5;258.75;3962.5;3961.25;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:44:52.768329;35.8;3541.25;3539.5;260.0;3962.5;3962.0;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:45:15.868062;35.8;3540.0;3539.25;258.75;3963.75;3962.5;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:45:38.968262;36.3;3541.25;3540.5;260.0;3962.5;3962.5;211.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:46:02.067000;35.8;3540.0;3540.5;262.5;3960.0;3962.25;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:46:25.176782;35.8;3541.25;3540.75;260.0;3963.75;3962.5;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:46:48.277147;35.8;3541.25;3540.75;261.25;3963.75;3962.75;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:47:11.377775;35.8;3535.0;3539.75;303.75;3962.5;3962.5;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:47:34.477376;36.3;3540.0;3539.5;258.75;3965.0;3963.0;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:47:57.577498;36.3;3540.0;3539.5;263.75;3962.5;3963.5;217.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:48:20.687170;35.8;3540.0;3539.25;261.25;3950.0;3960.75;211.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:48:43.787599;35.8;3540.0;3539.0;260.0;3966.25;3961.25;202.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:49:06.887257;35.8;3540.0;3540.0;260.0;3966.25;3962.0;202.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:49:29.989258;35.8;3538.75;3539.75;260.0;3963.75;3961.75;198.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:49:53.087069;36.3;3523.75;3536.5;378.75;3965.0;3962.25;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:50:16.196019;35.8;3540.0;3536.5;260.0;3973.75;3967.0;171.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:50:39.328969;35.8;3532.5;3535.0;305.0;3973.75;3968.5;171.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:51:02.447766;35.8;3540.0;3535.0;258.75;3972.5;3969.75;146.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:51:25.547443;35.8;3538.75;3535.0;260.0;3972.5;3971.5;176.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:51:48.647748;35.8;3517.5;3533.75;428.75;3968.75;3972.25;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:52:11.747615;34.7;3528.75;3531.5;335.0;3971.25;3971.75;175.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:52:34.855788;34.7;3538.75;3532.75;258.75;3967.5;3970.5;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:52:57.959534;35.2;3538.75;3532.5;260.0;3957.5;3967.5;198.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:53:21.076471;35.8;3540.0;3532.75;261.25;3950.0;3963.0;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:53:44.179515;35.8;3538.75;3537.0;260.0;3970.0;3963.25;196.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:54:07.283483;35.8;3523.75;3536.0;376.25;3967.5;3962.5;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:54:30.401945;35.2;3538.75;3536.0;260.0;3970.0;3963.0;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:54:53.517829;35.8;3538.75;3536.0;261.25;3976.25;3966.75;168.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:55:16.617331;35.8;3528.75;3533.75;331.25;3978.75;3972.5;170.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:55:39.717090;34.7;3527.5;3531.5;337.5;3976.25;3973.75;146.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:56:02.819094;35.8;3538.75;3534.5;260.0;3970.0;3974.25;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:56:25.924482;35.2;3538.75;3534.5;261.25;3977.5;3975.75;168.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:56:49.040049;35.2;3532.5;3533.25;301.25;3972.5;3975.0;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:57:12.143074;35.2;3537.5;3535.0;261.25;3978.75;3975.0;171.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:57:35.242871;35.2;3536.25;3536.75;261.25;3980.0;3975.75;160.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:57:58.345049;35.8;3537.5;3536.5;261.25;3976.25;3977.0;183.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:58:21.448713;34.2;3536.25;3536.0;260.0;3972.5;3976.0;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:58:44.598143;34.7;3537.5;3537.0;260.0;3980.0;3977.5;175.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:59:07.699685;35.2;3537.5;3537.0;261.25;3981.25;3978.0;170.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:59:30.800367;35.2;3536.25;3537.0;260.0;3975.0;3977.0;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 19:59:53.901116;34.7;3536.25;3536.75;263.75;3951.25;3972.0;210.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:00:17.015353;35.8;3505.0;3530.5;296.25;3975.0;3972.5;185.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:00:40.127620;35.2;3537.5;3530.5;260.0;3981.25;3972.75;170.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:01:03.227767;35.8;3537.5;3530.5;262.5;3982.5;3973.0;167.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:01:26.327960;34.7;3537.5;3530.75;258.75;3981.25;3974.25;145.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:01:49.432196;34.7;3521.25;3527.75;378.75;3973.75;3978.75;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:02:12.546991;35.2;3536.25;3534.0;258.75;3977.5;3979.25;197.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:02:35.646125;34.7;3536.25;3533.75;261.25;3977.5;3978.5;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:02:58.761110;35.8;3536.25;3533.5;260.0;3977.5;3977.5;181.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:03:21.862190;35.2;3536.25;3533.25;261.25;3975.0;3976.25;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:03:44.954461;35.8;3536.25;3536.25;260.0;3977.5;3977.0;206.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:04:08.067928;34.7;3536.25;3536.25;260.0;3978.75;3977.25;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:04:31.166998;35.8;3536.25;3536.25;261.25;3977.5;3977.25;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:04:54.277939;35.2;3530.0;3535.0;302.5;3978.75;3977.5;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:05:17.377701;35.8;3525.0;3532.75;336.25;3985.0;3979.5;167.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:05:40.477235;35.8;3520.0;3529.5;376.25;3983.75;3980.75;186.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:06:03.567646;35.8;3536.25;3529.5;260.0;3982.5;3981.5;191.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:06:26.687567;35.2;3535.0;3529.25;258.75;3987.5;3983.5;167.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:06:49.799301;35.2;3535.0;3530.25;260.0;3988.75;3985.5;166.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:07:12.898243;34.7;3535.0;3532.25;260.0;3987.5;3986.0;171.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:07:35.997335;35.8;3535.0;3535.25;260.0;3988.75;3987.0;168.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:07:59.097446;34.7;3536.25;3535.25;260.0;3981.25;3986.75;217.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:08:22.213372;35.2;3532.5;3534.75;260.0;3982.5;3985.75;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:08:45.317646;35.2;3536.25;3535.0;261.25;3982.5;3984.5;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:09:08.417946;35.8;3535.0;3535.0;261.25;3983.75;3983.75;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:09:31.517119;35.8;3535.0;3535.0;281.25;3982.5;3982.5;196.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:09:54.612121;35.2;3528.75;3533.5;302.5;3981.25;3982.5;227.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:10:17.728139;35.2;3535.0;3534.0;260.0;3983.75;3982.75;198.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:10:40.838276;34.7;3533.75;3533.5;258.75;3983.75;3983.0;208.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:11:03.938777;35.8;3533.75;3533.25;262.5;3983.75;3983.0;180.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:11:27.040323;36.3;3533.75;3533.0;267.5;3981.25;3982.75;217.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:11:50.136293;35.8;3533.75;3534.0;260.0;3982.5;3983.0;235.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:12:13.246823;35.8;3535.0;3534.0;260.0;3983.75;3983.0;206.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:12:36.360365;35.8;3533.75;3534.0;258.75;3985.0;3983.25;190.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:12:59.462585;35.8;3533.75;3534.0;261.25;3986.25;3983.75;192.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:13:22.563366;35.8;3527.5;3532.75;306.25;3985.0;3984.5;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:13:45.668145;35.8;3533.75;3532.75;260.0;3983.75;3984.75;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:14:08.782542;35.8;3533.75;3532.5;260.0;3988.75;3985.75;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:14:31.883435;35.8;3533.75;3532.5;261.25;3986.25;3986.0;208.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:14:54.980969;35.2;3522.5;3530.25;335.0;3987.5;3986.25;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:15:18.082043;35.8;3532.5;3531.25;261.25;3988.75;3987.0;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:15:41.182514;36.3;3517.5;3528.0;370.0;3986.25;3987.5;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:16:04.288825;35.8;3535.0;3528.25;260.0;3987.5;3987.25;202.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:16:27.386043;35.8;3533.75;3528.25;262.5;3987.5;3987.5;202.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:16:50.492408;35.8;3533.75;3530.5;261.25;3988.75;3987.75;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:17:13.589950;35.8;3532.5;3530.5;261.25;3988.75;3987.75;176.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:17:36.691649;35.8;3516.25;3530.25;378.75;3985.0;3987.5;228.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:17:59.816643;35.8;3510.0;3525.25;298.75;3991.25;3988.25;197.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:18:22.917287;35.8;3521.25;3522.75;350.0;3991.25;3989.0;202.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:18:46.018677;35.8;3532.5;3522.5;261.25;3990.0;3989.25;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:19:09.118887;35.8;3532.5;3522.5;262.5;3991.25;3989.75;185.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:19:32.220667;35.8;3531.25;3525.5;260.0;3988.75;3990.5;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:19:55.335540;35.8;3532.5;3530.0;261.25;3992.5;3990.75;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:20:18.447554;35.8;3532.5;3532.25;262.5;3992.5;3991.0;206.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:20:41.547648;35.8;3532.5;3532.25;261.25;3993.75;3991.75;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:21:04.647185;35.8;3532.5;3532.25;261.25;3992.5;3992.0;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:21:27.747394;35.8;3517.5;3529.5;332.5;3991.25;3992.5;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:21:50.854515;35.8;3532.5;3529.5;265.0;3995.0;3993.0;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:22:13.954983;35.8;3532.5;3529.5;261.25;3993.75;3993.25;197.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:22:37.070239;35.8;3532.5;3529.5;261.25;3992.5;3993.0;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:23:00.171838;35.8;3521.25;3527.25;305.0;3992.5;3993.0;195.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:23:23.276512;36.3;3531.25;3530.0;261.25;3992.5;3993.25;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:23:46.382578;35.8;3515.0;3526.5;378.75;3995.0;3993.25;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:24:09.484096;35.8;3531.25;3526.25;260.0;3995.0;3993.5;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:24:32.598112;35.8;3530.0;3525.75;261.25;3995.0;3994.0;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:24:55.698263;35.8;3531.25;3527.75;261.25;3996.25;3994.75;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:25:18.798354;35.8;3531.25;3527.75;266.25;3993.75;3995.0;206.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:25:41.894915;35.8;3530.0;3530.75;262.5;3988.75;3993.75;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:26:05.011605;35.8;3531.25;3530.75;261.25;3996.25;3994.0;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:26:28.118679;35.8;3525.0;3529.75;301.25;3998.75;3994.75;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:26:51.219059;35.8;3531.25;3529.75;261.25;3996.25;3994.75;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:27:14.328170;36.3;3531.25;3529.75;260.0;3993.75;3994.75;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:27:37.427264;35.8;3530.0;3529.75;262.5;3997.5;3996.5;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:28:00.535363;35.2;3520.0;3527.5;335.0;3998.75;3997.0;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:28:23.636932;35.8;3530.0;3528.5;261.25;3997.5;3996.75;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:28:46.742451;35.8;3528.75;3528.0;260.0;3998.75;3997.25;198.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:29:09.845671;35.8;3530.0;3527.75;262.5;4000.0;3998.5;202.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:29:32.947556;36.3;3530.0;3527.75;261.25;4000.0;3999.0;181.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:29:56.059980;35.8;3530.0;3529.75;260.0;4000.0;3999.25;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:30:19.163079;35.8;3527.5;3529.25;263.75;4001.25;4000.0;197.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:30:42.259717;35.8;3530.0;3529.5;258.75;4001.25;4000.5;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:31:05.359015;35.8;3530.0;3529.5;260.0;4000.0;4000.5;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:31:28.464738;35.8;3522.5;3528.0;305.0;4000.0;4000.5;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:31:51.577104;35.2;3530.0;3528.0;261.25;4002.5;4001.0;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:32:14.677781;35.8;3528.75;3528.25;260.0;4001.25;4001.0;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:32:37.777880;35.8;3527.5;3527.75;263.75;4001.25;4001.0;198.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:33:00.877893;35.8;3528.75;3527.5;262.5;4002.5;4001.5;206.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:33:23.977688;35.8;3528.75;3528.75;262.5;4001.25;4001.75;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:33:47.093946;35.8;3528.75;3528.5;262.5;4003.75;4002.0;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:34:10.197469;35.8;3528.75;3528.5;261.25;4005.0;4002.75;198.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:34:33.297308;35.8;3530.0;3529.0;260.0;4003.75;4003.25;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:34:56.398969;35.8;3528.75;3529.0;261.25;4005.0;4003.75;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:35:19.500671;35.8;3528.75;3529.0;262.5;4002.5;4004.0;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:35:42.610138;35.8;3528.75;3529.0;260.0;4005.0;4004.25;206.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:36:05.717894;35.8;3493.75;3522.0;297.5;4005.0;4004.25;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:36:28.818864;35.8;3528.75;3521.75;260.0;4007.5;4005.0;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:36:51.919301;35.8;3527.5;3521.5;261.25;4006.25;4005.25;207.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:37:15.017311;35.8;3527.5;3521.25;260.0;4003.75;4005.5;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:37:38.139123;35.8;3528.75;3521.25;260.0;4007.5;4006.0;210.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:38:01.240099;35.8;3527.5;3528.0;261.25;4006.25;4006.25;182.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:38:24.355706;35.8;3526.25;3527.5;260.0;4007.5;4006.25;198.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:38:47.457542;36.3;3527.5;3527.5;261.25;4007.5;4006.5;206.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:39:10.557375;35.8;3527.5;3527.5;256.25;4005.0;4006.75;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:39:33.678540;35.8;3506.25;3523.0;421.25;4007.5;4006.75;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:39:56.798866;35.8;3527.5;3523.0;261.25;4010.0;4007.5;195.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:40:19.915087;35.8;3527.5;3523.25;263.75;4008.75;4007.75;187.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:40:43.015980;35.8;3517.5;3521.25;305.0;4010.0;4008.25;198.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:41:06.117092;35.8;3516.25;3519.0;335.0;4008.75;4009.0;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:41:29.207438;35.8;3512.5;3520.25;380.0;4008.75;4009.25;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:41:52.321219;35.8;3526.25;3520.0;262.5;4011.25;4009.5;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:42:15.436611;35.8;3527.5;3520.0;262.5;4011.25;4010.0;198.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:42:38.539193;35.8;3527.5;3522.0;262.5;4012.5;4010.5;197.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:43:01.639196;36.3;3526.25;3524.0;261.25;4010.0;4010.75;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:43:24.730727;35.8;3526.25;3526.75;313.75;4010.0;4011.0;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:43:47.858175;35.8;3527.5;3527.0;262.5;4013.75;4011.5;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:44:10.960123;35.8;3526.25;3526.75;262.5;4011.25;4011.5;205.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:44:34.059290;35.8;3520.0;3525.25;307.5;4012.5;4011.5;203.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:44:57.160539;36.3;3526.25;3525.25;261.25;4012.5;4012.0;197.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:45:20.261145;35.8;3526.25;3525.25;261.25;4011.25;4012.25;237.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:45:43.372102;35.8;3520.0;3523.75;303.75;4012.5;4012.0;197.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:46:06.475658;35.8;3525.0;3523.5;260.0;4013.75;4012.5;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:46:29.578221;35.8;3526.25;3524.75;278.75;4015.0;4013.0;200.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 20:46:52.681615;35.8;3526.25;3524.75;261.25;4016.25;4013.75;205.0;-;-;-;-999;-999;on;on;on;on;
